Snowball ID,BRIZO_ID,STATUS,ESTABLISHMENT_NAME,STREET,CITY,ZIPCODE,STATE,COUNTRY,CUISINES_REGIONAL,PRICE_RANGE,VITALITY_SCORE,ESTABLISHED,ESTABLISHMENT_PHONE,EMAIL,FULL_NAME,ROLE_TITLE,Language Preference,Lead Score
38,68fa5488435e1a90,open,Mala Sichuan Bistro,9348 Bellaire Blvd,Houston,77036,Texas,United States,"Indian, Chinese",$$,71,2011,7139951889,,,,Chinese,1.6
39,6a4c59b3caff0f09,open,Chang's Mongolian Grill,3928 Center St NE,Salem,97301,Oregon,United States,Mongolian,$$,87,1998,5033739779,,Tharry Yeuan,Operations,Chinese,1.7
40,6be179cc1987b38c,open,Imperial Wok Chinese Restaurant,312 Broad St,New Britain,06053,Connecticut,United States,Chinese,$,78,2000,8602238222,info@imperialwokct.com,,,Chinese,1.56
41,6c697cc094c9c753,open,Chen's Garden,106 Fiddlers Run Blvd,Morganton,28655,North Carolina,United States,Chinese,$,86,0,8284381833,,David Hudson,,Chinese,1.74
42,71b39dc643321bdb,open,Classic Guilin Rice Noodles,188 10th St,Oakland,94607,California,United States,Chinese,$,53,2013,5102509333,,Anna L,General,Chinese,1.67
43,76d7c891f00d42c5,open,Tonkatsu House,928 S Western Ave,Los Angeles,90006,California,United States,"Korean, Japanese",$,75,2010,2133859900,donkatsuhouse@gmail.com,,,Chinese,1.57
44,7c3c5e13ae953bc9,open,Double Dragon Chinese Restaurant,14070 Timber Way,Timberville,22853,Virginia,United States,Chinese,$,65,1996,5408968817,joyoposdoubledragon@gmail.com,,,Chinese,1.6
45,805ebbccfc852fed,open,Mr You Chinese Food,363 S River Ave,Holland,49423,Michigan,United States,Chinese,$,59,2009,6167969904,,Luang Sae,Owner,Chinese,1.46
46,8293783727308cd0,open,Sushi Boss,803 W 10th St,Indianapolis,46202,Indiana,United States,Japanese,$,47,2014,3179552677,,,,Chinese,1.5
47,88254877845fac63,open,New Moon Restaurant,1247 Stockton St,San Francisco,94133,California,United States,Chinese,$,75,0,4154341128,,,,Chinese,1.46
48,88b8dc065f21552e,open,Sun Hing Lung,58 Henry St,New York,10002,New York,United States,"Cantonese, Chinese",$,63,0,2129627032,,,,Chinese,1.71
49,8bcb31459c654860,open,Rainbow Dim Sum,82-53 Broadway,Elmhurst,11373,New York,United States,Chinese,$,68,0,7183966590,,,,Chinese,1.57
50,8e790350709c9f1a,open,Panda Kitchen,839 Tonawanda St,Buffalo,14207,New York,United States,Chinese,$,63,1996,7164471646,,Qin Wong,,Chinese,1.96
51,947e9a0fdc2c06d6,open,China Kitchen,1998 Cherry Rd,Rock Hill,29732,South Carolina,United States,Chinese,$,84,0,8033666116,,,,Chinese,1.46
52,94b17f68f482090e,open,Wok & Roll,1580 N Woodland Blvd,DeLand,32720,Florida,United States,Chinese,$,65,2004,3868730055,,Xin Wang,Owner,Chinese,1.6
53,9606c94bb64f457b,open,Brickyard Super China Buffet,2650 N Narragansett Ave,Chicago,60639,Illinois,United States,Chinese,$,62,2006,7736371888,,Ming Cheng,,Chinese,1.96
54,969093f21b599f72,open,China Garden,114 S Front St,Dowagiac,49047,Michigan,United States,Chinese,$,84,1996,2697823839,,Zhen Yang,Owner,Chinese,1.99
55,9691d4e3284ffd8a,open,Fusabowl,165 W McMillan St,Cincinnati,45219,Ohio,United States,Japanese,$,40,2017,5135599888,,,,Chinese,1.5
56,96a2f49ca80e7eba,open,King's Wok,991 S Dixie Hwy,Beecher,60401,Illinois,United States,Chinese,$,72,2007,7089461888,,Raymond Wong,General,Chinese,1.6
57,9a5c6ab36bc814c4,open,Wok and Roll,15551 NW US Highway 441,Alachua,32615,Florida,United States,Chinese,$,38,2007,3864626442,,Yu Tiasussi,Owner,Chinese,1.49
58,a1f06bc58116f0ed,open,Teriyaki Chicken In Foil,133 NM-314,Los Lunas,87031,New Mexico,United States,Japanese,$,33,2001,5058664657,,Vinh Tran,Owner,Chinese,1.43
59,a292bb87df5dda7a,open,Hunan Chinese Restaurant,27 N F St,Lakeview,97630,Oregon,United States,Chinese,$$,72,0,5419479118,,,,Chinese,1.43
60,a2a5ed7aedae120a,open,Lee's Kitchen,977 W Houghton Lake Dr,Prudenville,48651,Michigan,United States,Chinese,$,88,2000,9893664401,,Lee Hang,,Chinese,1.99
61,a450c3a25379d8ea,open,TK Noodle,261 E William St,San Jose,95112,California,United States,Chinese,$,75,1983,4082978888,,Tan Lu,Owner,Chinese,1.63
62,aa9b419d07dba27e,open,Yummy House China Bistro,2620 E Hillsborough Ave,Tampa,33610,Florida,United States,"Cantonese, Chinese",$$,74,2011,8132373838,,John Z,Owner,Chinese,1.46
63,ac1725e4bcf43613,open,Chen's Garden,1705 Gibson St,West Plains,65775,Missouri,United States,Chinese,$,45,2003,4172568999,,Sen Chen,Owner,Chinese,1.77
64,afadbe7b24fc1e41,open,Gengis Khan,2509 S Broadway,Santa Ana,92707,California,United States,Mongolian,$,50,0,3109055767,,,,Chinese,1.46
65,b00a483bf5965311,open,Chinn's Restaurant,4835 Commercial St SE,Salem,97302,Oregon,United States,Chinese,$,89,1984,5033781997,,Spring Kwong,Owner,Chinese,1.63
66,bddc0f802b4fa7c8,open,China Express,250 Palm Coast Pkwy NE,Palm Coast,32137,Florida,United States,Chinese,$,39,2010,3869863080,,Sig Chen,General,Chinese,1.49
67,c525d0f9947af548,open,Joy Yee Plus,2159 S China Pl,Chicago,60616,Illinois,United States,Chinese,$$,93,1994,3128428928,,Mark Garcia,Back of the House,Chinese,1.41
68,c606163e5b0a8b44,open,Iron Sushi,16350 W Dixie Hwy,North Miami Beach,33160,Florida,United States,Japanese,$,52,2007,3059452244,,,,Chinese,1.4
69,c680861d15edc446,open,China 1 Buffet,117 W Franklin St,Delphi,46923,Indiana,United States,Chinese,$,85,1997,7655643368,,Hector Bautista,,Chinese,1.91
70,ca984adb8b7a6628,open,Dragon Inn,1016 G St,Marysville,95901,California,United States,Chinese,$$,68,1977,5307426923,,Jimmy Ngai,,Chinese,1.6
71,cb4df3c1e4df6d9b,open,China King,108 S King St,Windsor,27983,North Carolina,United States,Chinese,$$,78,2000,2527943886,,Joseph Cherry,,Chinese,1.7
72,cbd1f22f50c06f89,open,Brew Tea Bar,4700 S Maryland Pkwy,Las Vegas,89119,Nevada,United States,Taiwanese,$,80,2015,7024625238,,,,Chinese,1.99
73,cc2ff97e739816d3,open,China King,313 E Lincoln Rd,Kokomo,46902,Indiana,United States,Chinese,$,57,0,7654558853,,,,Chinese,1.71
74,cd1550d4d81a2fdf,open,Jade Express,2001 E Dixon Blvd,Shelby,28152,North Carolina,United States,Chinese,$,80,0,7044704223,,,,Chinese,1.74
75,d033d41f28fec977,open,Kuong Chan's Chinese Restaurant,2290 Fairgrounds Rd NE,Salem,97301,Oregon,United States,Chinese,$$,38,1995,5035851775,,Kuong Chan,Owner,Chinese,1.56
76,d29b45bf50609d47,open,Dragon China,889 E National Rd,Vandalia,45377,Ohio,United States,Chinese,$,86,1993,9378988028,,Sheng Wang,Owner,Chinese,1.63
77,d43e84c4b91054fa,open,Ichiban Grill,366 Veterans Pkwy N,Moultrie,31788,Georgia,United States,Japanese,$,70,2017,2298900800,ichibangrillga@gmail.com,,,Chinese,1.54
78,d5a1f67af0306b40,open,Dragon Palace,41 E Milton Ave,Rahway,07065,New Jersey,United States,Chinese,$,91,1996,7323961996,,Wang Dian,Owner,Chinese,1.56
79,d86bf6d116c146d5,open,Panda Kitchen,419 Great East Neck Rd,West Babylon,11704,New York,United States,Chinese,$,54,1994,6316698889,info@pandakitchenwbabylon.com,,,Chinese,1.46
80,df2cf2acd7a70328,open,Eggroll King,3015 6th Ave SE,Aberdeen,57401,South Dakota,United States,Chinese,$,80,1998,6056223291,,Wenxiong Liu,Owner,Chinese,1.63
81,e2dc373b87868efe,open,Hunan Chinese Restaurant,2012 S Wood Dr,Okmulgee,74447,Oklahoma,United States,Chinese,$,45,1995,9187568288,,Criter Cow,General,Chinese,1.77
82,e403a52578d063a4,open,Harvest Chinese Restaurant,600 568th Ave,Fairbury,68352,Nebraska,United States,Chinese,$,83,2001,4027296233,,Lisong Chen,Owner,Chinese,1.99
83,e786eb171241ac33,open,Hunan Chinese Restaurant,51546 US-97,La Pine,97739,Oregon,United States,Chinese,$$,75,1998,5415363998,,Simon Lee,Owner,Chinese,1.7
84,ea0db2ca1cbf516a,open,Fuji Grill,1305 E Broad Ave,Rockingham,28379,North Carolina,United States,Japanese,$,53,2005,9109976611,,Sandy Do,Owner,Chinese,1.54
85,ed97d0ddc4662f4b,open,Hunan Chinese Restaurant,16 NE A St,Madras,97741,Oregon,United States,Chinese,$$,84,2004,5414756559,,Kim Lee,Owner,Chinese,1.41
86,ee5d3c2e1035154b,open,New China,812 Garrett Rd,Upper Darby,19082,Pennsylvania,United States,Chinese,$,88,0,6103527313,,,,Chinese,1.74
87,f224f1b970022817,open,Empire Corner II,1415 5th Ave,New York,10029,New York,United States,Chinese,$,76,2001,2124105756,,Jin Wang,,Chinese,1.91
88,f3f154114d1c1d64,open,Panda Kitchen,1094 Elizabeth Ave,Elizabeth,07201,New Jersey,United States,Chinese,$,42,2012,9082631555,,,,Chinese,1.41
89,f75c966289c16121,open,King's Wok,5223 S Laburnum Ave,Henrico,23231,Virginia,United States,Chinese,$,33,2010,8042364906,,,,Chinese,1.56
90,fd1174ff27f617bb,open,Golden China,182 Wakelon St,Zebulon,27597,North Carolina,United States,Chinese,$,33,1992,9192694070,,Peter Guo,Owner,Chinese,1.49
91,fe4f2b24de4edbca,open,Golden China,429 S Main St,Sparta,28675,North Carolina,United States,Chinese,$,64,1995,3363726938,,Jin Zhang,Owner,Chinese,1.89
92,03cdd360d8337116,open,China Taste,1126 US Highway 321 Bus S,Winnsboro,29180,South Carolina,United States,Chinese,$,33,0,8038151540,,,,Chinese,1.89
93,10a2130cb481798f,open,Spring by China Mama,4480 Paradise Rd,Las Vegas,89169,Nevada,United States,Chinese,$$,87,0,7029823158,chinamamamarketing@gmail.com,,,Chinese,1.56
94,1efa30f64c12ba9e,open,Xinying Chinese Restaurant,2403 E Somerset St,Philadelphia,19134,Pennsylvania,United States,Chinese,$,31,2006,2154236531,,Adam Chen C,General,Chinese,1.7
95,20400e7d10561dfd,open,Tasty Grill,1500 E Market St,Greensboro,27401,North Carolina,United States,"Korean, Japanese",$,21,2004,3363780500,tastygrillnc@gmail.com,,,Chinese,1.4
96,2287df67cd3c09c4,open,Golden Palace Restaurant,544 Straits Tpke,Watertown,06795,Connecticut,United States,Chinese,$,57,1986,8604838898,goldenpalacect0806@gmail.com,,,Chinese,1.6
97,2de2fbfc3a93cd9d,open,Chan's Restaurant,16389 Lower Harbor Rd,Brookings,97415,Oregon,United States,Chinese,$,53,1987,5414697013,,Cindy Chan,Owner,Chinese,1.67
98,37f9c3a89d1d0424,open,Forbidden City Chinese Restaurant,3147 Cape Horn Rd,Red Lion,17356,Pennsylvania,United States,Chinese,$,77,2015,7172460886,info@forbiddencityredlion.com,,,Chinese,1.63
99,3b81e9a1d3bfbdbf,open,Wing Hing Chinese Restaurant,3568 Edgmont Ave,Brookhaven,19015,Pennsylvania,United States,Chinese,$,87,0,6108743822,info@winghingbrookhavenpa.com,,,Chinese,1.46
100,45b14f29b9b571e1,open,Howard China,2827 Georgia Ave NW,Washington,20001,District of Columbia,United States,Chinese,$,37,1982,2023329461,,Aejing Jiang,Owner,Chinese,1.41
101,4a418edee09cc307,open,Lanzhou Ramen,107 E Broadway,New York,10002,New York,United States,Chinese,$,44,0,6469983175,,,,Chinese,1.6
102,543893609184dfd8,open,Great Taste Chinese Restaurant,3450 Mendon Rd,Cumberland,02864,Rhode Island,United States,Chinese,$,51,1995,4016581298,bvgpaymentsolutions@gmail.com,,,Chinese,1.46
103,5586d0cbee765606,open,China Star,1405 Kiln Creek Pkwy,Newport News,23602,Virginia,United States,Chinese,$,59,2004,7578987488,info@chinastarnn.com,,,Chinese,1.6
104,6ba1ce04d2530f9f,open,Jerry's Carry Out,2016 Georgia Ave NW,Washington,20001,District of Columbia,United States,Chinese,$,33,1991,2024628740,,Xue Chen,Owner,Chinese,1.41
105,6ca971aebd1a46c0,open,Real Wok,4640 Hypoluxo Rd,Lake Worth Beach,33463,Florida,United States,Chinese,$,82,0,5619637338,realwokchinese@gmail.com,,,Chinese,1.46
106,8e60f31bb0d89ab2,open,Burger Win,1181 McPherson Ave SE,Atlanta,30316,Georgia,United States,Chinese,$,47,2008,4045252255,,Fannie Chen,,Chinese,1.56
107,97602220d120e709,open,China Wong,7608 Oswego Rd,Liverpool,13090,New York,United States,Chinese,$$,72,1995,3156224567,,Nelson Wee,,Chinese,1.6
108,9bb71bf36d198ddf,open,Peking Express,408 N Glenwood Ave,Dalton,30721,Georgia,United States,Chinese,$$,53,1985,7062264447,info@pekingexpressdalton.com,,,Chinese,1.6
109,a39ce4beeb133b15,open,Ali Asian Cuisine,101 S 27th St,Mt Vernon,62864,Illinois,United States,"Japanese, Chinese, Thai",$,25,2014,6182462988,,,,Chinese,1.43
110,a889c157746d780e,open,Li Yang's Chinese Restaurant,450 W Murdock Ave,Oshkosh,54901,Wisconsin,United States,Chinese,$,48,2000,9202339999,,Vianna Yang,Owner,Chinese,1.77
111,ac1dcef03096959a,open,New York Chinese Restaurant,144 Main St,Groton,13073,New York,United States,Chinese,$,27,2005,6078985685,,John Wang,Owner,Chinese,1.49
112,b1daf4799a410ae6,open,Peking,5526 Peach St,Erie,16509,Pennsylvania,United States,Chinese,$,53,0,8148668000,,,,Chinese,1.43
113,b6cb233a6658ab80,open,Dragon Kitchen,2219 Missouri Blvd,Jefferson City,65109,Missouri,United States,Chinese,$,23,1996,5736358838,,Danny Cheng,General,Chinese,1.46
114,b70e2c753aa6e03a,open,Canton Wok,310 E 2nd St,The Dalles,97058,Oregon,United States,Chinese,$,68,2005,5412966500,,Au Dung,Owner,Chinese,1.96
115,bc24c31d752e1991,open,Eastern Wok,3877 S High St,Columbus,43207,Ohio,United States,Chinese,$$$,56,2001,6144929300,,Roger Chent,Owner,Chinese,1.56
116,c7e1e5ef3232d89f,open,Thanh Ky Restaurant,659 E 12th St,Oakland,94606,California,United States,Chinese,$,25,1996,5107638801,,Thanh Ky,Owner,Chinese,1.56
117,cd858ae5c7559976,open,Bamboo Garden,2430 US-27,Clermont,34714,Florida,United States,Chinese,$,87,2011,3522418081,,Jinlu Lu,,Chinese,1.63
118,d42549f145466072,open,China Chef Restaurant,92 Torrey St,Brockton,02301,Massachusetts,United States,Chinese,$,76,2007,5085838898,,Dexter Zheng,Owner,Chinese,1.7
119,db30d4128aefc40c,open,China 1,1807 E Geneva St,Delavan,53115,Wisconsin,United States,Chinese,$,72,2008,2627289999,,Qin Lin,Owner,Chinese,1.67
120,dbddd76169fed752,open,Yung Sun Restaurant,47 E Broadway,New York,10002,New York,United States,Chinese,$,40,0,2123469888,,,,Chinese,1.6
121,e07d4f186335d43e,open,Steamies Dumplings,6929 Airport Blvd,Austin,78752,Texas,United States,Chinese,$,56,0,7377088082,hello@steamiesdumplings.com,,,Chinese,1.57
122,f35acb34fae9d062,open,China Taste,1108 Courthouse Rd,Richmond,23236,Virginia,United States,Chinese,$,30,2002,8043785198,,Min Yan,Owner,Chinese,1.49
123,f3b6eb4fad4605cd,open,Bento Jubako & Sushi,2651 Raeford Rd,Fayetteville,28303,North Carolina,United States,Japanese,$,45,2011,9104839311,info@bentojubakonsushi.com,,,Chinese,1.43
124,f3dc47fb46de02d9,open,Best Food In Town Chinese Kitchen,805 E Landis Ave,Vineland,08360,New Jersey,United States,Chinese,$,53,0,8567948857,,,,Chinese,1.5
125,1f5acae54ea8d92f,possibly closed,Great Wall Restaurant,3852 Union Deposit Rd,Harrisburg,17109,Pennsylvania,United States,Chinese,$,0,1995,7175419900,,Hua Ying Liu,Owner,Chinese,1.46
126,be8093160aa0edaa,possibly closed,Number 8,176 W Fordham Rd,Bronx,10468,New York,United States,Chinese,,0,2002,7187419998,,Lin Zhu,,Chinese,1.46
127,0586f5a6753ecdce,open,Peking,929 S Kingshighway St,Sikeston,63801,Missouri,United States,Chinese,$,23,2009,5734726190,,Glen Huang,General,Chinese,1.74
128,0c8b400adafb899b,open,88,133 W 134th St,New York,10030,New York,United States,Chinese,,24,0,2122811288,,,,Chinese,1.5
129,0d1a83b3fc95fcde,open,New Chong Weh,10839 W Florissant Ave,St Louis,63136,Missouri,United States,Chinese,$,23,2000,3145216463,,Hunj San,Owner,Chinese,1.67
130,0ee4bd2361cd378a,open,Chef Chen's,1757 Elizabeth Pike,Mineral Wells,26150,West Virginia,United States,Chinese,$,34,2011,3044899801,,,,Chinese,1.49
131,109044646dc0154b,open,China Queen,1217 Jungermann Rd,St Peters,63376,Missouri,United States,Chinese,$,52,2005,6369224368,,Qi Sun,Owner,Chinese,1.46
132,1106ddae2972ef0a,open,Chinatown Restaurant,129 Kelley Blvd,Millbrook,36054,Alabama,United States,Chinese,,41,2008,3342855335,,Chang Shaofei,Owner,Chinese,1.49
133,11cf81e2d8dc5b2a,open,Panda House,7071 Raeford Rd,Fayetteville,28304,North Carolina,United States,Chinese,$,64,0,9108608338,info@pandahouse-nc.com,,,Chinese,1.71
134,1690a1250fb82a6d,open,Dragon City,1601 N Keowee St,Dayton,45404,Ohio,United States,Chinese,$$,35,1992,9372245566,,Jimmy Cheng,,Chinese,1.56
135,1cf896dabe4dd066,open,Happy Garden,959 Namquid Dr,Warwick,02888,Rhode Island,United States,Chinese,$,48,2001,4014638202,info@happygardenri.com,,,Chinese,1.49
136,2caf0ee77501374d,open,East Wok Chinese Restaurant,519 Market St,Saddle Brook,07663,New Jersey,United States,Chinese,$,74,2006,2015560033,,Yan Zheng,,Chinese,1.6
137,344dd46ebfc6a87d,open,Jade Buffet,11499 Princeton Pike,Cincinnati,45246,Ohio,United States,Chinese,$,50,2004,5137726069,,,,Chinese,1.6
138,43bf0cdc6cd90e94,open,Delicious Chinese Take Out,114 Carleton Ave,Central Islip,11722,New York,United States,Chinese,$,28,1996,6313487575,,Mang Wong,,Chinese,1.41
139,44b84ed50d7b035b,open,Fung's Chop Suey,1400 E 47th St,Chicago,60653,Illinois,United States,Chinese,$,40,0,7739242328,info@fungschopsuey.com,,,Chinese,1.67
140,580fe3426c929df6,open,New China Star,332 Frey St,Ashland City,37015,Tennessee,United States,Chinese,$,31,2006,6157922882,,Ryan Dong,,Chinese,1.56
141,5f648eb210ae122d,open,Red Apple,333 N 2nd Ave,Stayton,97383,Oregon,United States,"American, Chinese",$,43,2006,5037698132,,Susan Chen,Owner,Chinese,1.49
142,6acfdd6e190b5fd0,open,China Max,3017 Charleston Town Ctr,Charleston,25301,West Virginia,United States,Chinese,$,34,0,3043436788,,,,Chinese,1.67
143,7609cb5ae1725d4f,open,Poch's Rice Cafe,1700 S Southeast Loop 323,Tyler,75701,Texas,United States,Chinese,$,61,0,9036307695,,,,Chinese,1.71
144,7c960c3259ba99df,open,Ho Wan Take Out,2512 Ridge Ave,Philadelphia,19121,Pennsylvania,United States,Chinese,$,32,1993,2152364630,,Wan Ho,,Chinese,1.7
145,8063f7d6936296db,open,Rice King,755 E Fort Union Blvd,Midvale,84047,Utah,United States,Chinese,$,25,1994,8015689988,,Wei Lie,General,Chinese,1.49
146,85f370a4a31e337a,open,Oriental Buffet,2005 N Locust Ave,Lawrenceburg,38464,Tennessee,United States,Chinese,$,21,2000,9317665580,,Chang Chen,Owner,Chinese,1.74
147,89e2f848c709ddd7,open,No 1 China,738 S Fleming St,Sebastian,32958,Florida,United States,Chinese,$,87,2003,7725817288,,Chun N,Owner,Chinese,1.63
148,8b24c17725bbfc3f,open,Asian Pearl,2551 Drew St,Clearwater,33765,Florida,United States,Chinese,$$,65,0,7277971888,,,,Chinese,1.43
149,9a1a81926bf80bba,open,United China Restaurant,10 Jones Hill Rd,West Haven,06516,Connecticut,United States,Chinese,$,35,1986,2039378047,,Cheng Yik Fan,Owner,Chinese,1.49
150,a9aa91ce4b6bee67,open,Happy China,219 E State St,West Lafayette,47906,Indiana,United States,Chinese,$,47,2002,7657431666,,Tony Lin,Owner,Chinese,1.63
151,c5266c722483f58e,open,Oriental Garden,115 Plaza Dr,Palm Coast,32137,Florida,United States,Chinese,$,44,2000,3864397777,,Bing Zeng,Owner,Chinese,1.49
152,c781bf119ff1bb97,open,Fortune House,5407 W Saginaw Hwy,Lansing,48917,Michigan,United States,Chinese,$,84,0,5173218808,,Phat Ha,General,Chinese,1.46
153,c8b5116d8c90e57f,open,Golden Fortune,1118 E North St,Rapid City,57701,South Dakota,United States,Chinese,$$,55,2000,6053433496,,Den Ly,Owner,Chinese,1.6
154,cfbf38a3234c8b9d,open,Flower City Restaurant,5784 N Palm Ave,Fresno,93704,California,United States,Chinese,$,55,1996,5594322030,,Tracy Wu,Owner,Chinese,1.67
155,daf4f2b64cfde2a2,open,First Taste Chinese Restaurant,3306 Riverside Dr,Danville,24541,Virginia,United States,Chinese,$,18,0,4347925059,,,,Chinese,1.57
