Snowball ID,BRIZO_ID,STATUS,ESTABLISHMENT_NAME,STREET,CITY,ZIPCODE,STATE,COUNTRY,CUISINES_REGIONAL,PRICE_RANGE,VITALITY_SCORE,ESTABLISHED,ESTABLISHMENT_PHONE,EMAIL,FULL_NAME,ROLE_TITLE,Language Preference,Lead Score
4425,85e3c938b202cd3e,open,Royal Thai Palace (Pennsylvania Ave NW),2423 Pennsylvania Ave NW,Washington,20037,District of Columbia,United States,Thai,$$$,24,0,2406247795,,,,Chinese,0.59
4426,8a3384d110f23d3e,open,Bon De Paris,1860 Barnett Shoals Rd,Athens,30605,Georgia,United States,Vietnamese,,51,0,7068508289,,,,Chinese,1.13
4427,9d98ad38f7965399,open,Pho K,23227 Mercantile Pkwy,Katy,77449,Texas,United States,Vietnamese,$$,64,0,8324371613,phokaty777@gmail.com,,,Chinese,0.7
4428,a1c775121b39ce54,open,Rush Hour Station,421 E 3rd St,Bloomington,47401,Indiana,United States,Korean,$,35,2011,8123237874,,Robyn,Owner,Chinese,1.01
4429,a9dae38eb82bf185,open,Bangkok Station,209 Locust St,Spruce Pine,28777,North Carolina,United States,Thai,,48,0,8285201167,,,,Chinese,1.01
4430,ab6f393a88ef84a2,open,Phoholic,3333 Bristol St,Costa Mesa,92626,California,United States,"Vietnamese, Thai",$$,77,0,7142799999,,,,Chinese,0.73
4431,abbe9fc12609d098,open,Pho Banh Mi and Juice,80 Cabrillo Hwy N,Half Moon Bay,94019,California,United States,Vietnamese,$$,29,0,6507293022,,Rangent S,Owner,Chinese,0.44
4432,ad6778fa605f9507,open,Bangkok Bay Thai Restaurant,1833 SE Federal Hwy,Stuart,34994,Florida,United States,Thai,$$,62,2004,7722864668,info@bangkokbaybbk.com,,,Chinese,0.99
4433,b91a8fa841e1e1f9,open,King Pho Vietnamese Cuisine,524 N Main St,Manteca,95336,California,United States,Vietnamese,$$,48,0,2096298719,,,,Chinese,0.7
4434,c6f1f67e3a7edf25,open,White Elephant,541 S Spring St,Los Angeles,90013,California,United States,Thai,$$$,53,0,2133950018,,,,Chinese,1.1
4435,ceb34b8da45d80e9,open,Ruby Thai Kitchen,100 Columbiana Cir,Columbia,29212,South Carolina,United States,Thai,$$$,36,0,8032051000,,,,Chinese,0.44
4436,d174fba70ff850a3,open,Pho And Grill,2901 S 84th St,Lincoln,68506,Nebraska,United States,Vietnamese,$$,81,0,5312495002,,,,Chinese,0.81
4437,da5f55f4ce4b7d3c,open,5ive Spice,52 5th Ave,Brooklyn,11217,New York,United States,"Mexican, Vietnamese",$$,58,2015,7188573483,,Alex C,General,Chinese,0.84
4438,f05d6b2872b6a3ab,open,Bhann Bhann Thai Kitchen,409 Travis St,Houston,77002,Texas,United States,Thai,,71,0,9036180466,,,,Chinese,0.84
4439,00db57bcb816a469,open,Hibachi Japanese Steak House & Sushi Bar,1160 Pulaski Hwy,Bear,19701,Delaware,United States,Japanese,$$,68,0,3028380414,,Andy Tong,,Chinese,0.66
4440,016593e701685afd,open,Bamboo Asian Cafe,777 Margaritaville Way,Bossier City,71111,Louisiana,United States,"Vietnamese, Chinese",$$,73,0,3186987138,jrobinson@margaritaville-bc.com,Josh Robinson,Sales & Marketing,Chinese,1
4441,01ddb1b0bd2722dc,open,Sushi Teri House,1013 Bath St,Santa Barbara,93101,California,United States,Japanese,$$,91,1998,8059631250,,Lasman Perrera,Owner,Chinese,0.86
4442,026fc8b648b6319e,open,Joyee's Dumpling House,7825 Highland Village Pl,San Diego,92129,California,United States,Chinese,$$$,53,0,8582407206,,,,Chinese,0.86
4443,02c26e80c7e5cbab,open,TK Noodle,975 McLaughlin Ave,San Jose,95122,California,United States,Chinese,$,65,0,4082869000,,Wilson Ho,General,Chinese,1.29
4444,02d4a263b6eb7243,open,Stix,1847 Village West Pkwy,Kansas City,66111,Kansas,United States,Japanese,$$,73,2007,9132993788,,Hong Nguyen,General,Chinese,1.04
4445,047056b40f47197a,open,Zuma Boston,1 Dalton St,Boston,02199,Massachusetts,United States,Japanese,$$$$,49,0,8574492500,christian@zumarestaurant.us,Christian Wild,Operations,Chinese,0.47
4446,060d5231e4e0664b,open,Koi Express Restaurant,1750 W Highway 192,London,40741,Kentucky,United States,Japanese,$$$,64,0,6063895507,koiexpresshibachi@gmail.com,,,Chinese,0.97
4447,067ca5ee684de184,open,OOTORO LITTLE TOKYO,232 E 2nd St,Los Angeles,90012,California,United States,Japanese,$$$,60,0,2132780056,,,,Chinese,1.11
4448,06c503d9e2f8aad7,open,House of Biryanis and Kebabs - Pottstown,1642 W High St,Pottstown,19464,Pennsylvania,United States,"Indian, Chinese",,0,0,4843004435,,,,Chinese,1.03
4449,06c62519679e0c04,open,Jin Ramen,3183 Broadway,New York,10027,New York,United States,Japanese,$$,51,2012,6465592862,info@jinramen.com,,,Chinese,0.97
4450,0738cedee4140c41,open,Sushi Thai Too,7211 Vanderbilt Beach Rd,Naples,34119,Florida,United States,"Japanese, Thai",$$,94,0,2393313555,sushithaiofnaples@hotmail.com,,,Chinese,0.54
4451,07689363965a9083,open,Strings Ramen - Aurora,4340 E New York St,Aurora,60504,Illinois,United States,Japanese,$$,57,0,6302296144,,William Taylor,Operations,Chinese,0.77
4452,077dcb47c962df85,open,Maru Sushi & Grill,427 E Michigan Ave,Kalamazoo,49007,Michigan,United States,Japanese,$$,34,0,2694884888,kalamazoo@marusushi.com,,,Chinese,0.97
4453,07f87c49afe6ad51,open,Tamashi Ramen and Sushi,2518 W Holcombe Blvd,Houston,77030,Texas,United States,Japanese,$$,45,0,3462045523,,Jocelynn Ramirez,Front of the House,Chinese,0.69
4454,08a01c9ae4df5456,open,Kotsu Ramen & Gyoza,969 W Arrow Hwy,San Dimas,91773,California,United States,Japanese,$$,44,2019,9093941313,,,,Chinese,0.54
4455,094b5d67b14f962f,open,Little Tokyo,636 Washington Rd,Pittsburgh,15228,Pennsylvania,United States,Japanese,$$,92,1997,4123444366,,Frank Lin,Owner,Chinese,0.71
4456,0966775ff7b798b6,open,Green Shaker by Ten Ren,707 E Main St,Alhambra,91801,California,United States,Chinese,$$,60,0,6268722778,,,,Chinese,1
4457,098299b2660af93b,open,Sushi San,1440 W Warner Rd,Gilbert,85233,Arizona,United States,Japanese,$$,68,2009,4808922000,socialmediacs@leye.com,,,Chinese,0.83
4458,0983e64351f2dbc7,open,Katsuya,4301 La Jolla Village Dr,San Diego,92122,California,United States,Japanese,,83,0,,,,,Chinese,0.71
4459,09b5b40e6ead0398,open,Mr. Tokyo Japanese Restaurant,3015 W Gate City Blvd,Greensboro,27403,North Carolina,United States,Japanese,$$,97,0,3362918721,,,,Chinese,1
4460,09bda2e41fb227a5,open,107 Taste,1679 SW 107th Ave,Miami,33165,Florida,United States,"Japanese, Thai",$$,52,2016,3056860885,info@107taste.com,,,Chinese,0.97
4461,09d484c174af0633,open,Rakiraki Ramen & Pokirrito,2254 India St,San Diego,92101,California,United States,Japanese,$$,71,0,8582401445,,,,Chinese,0.66
4462,0aac61ae059f3784,open,Wasabi Japanese Steakhouse,6338 Strip Ave NW,North Canton,44720,Ohio,United States,Japanese,$$,75,2009,3309668866,,,,Chinese,0.86
4463,0ada187ee2c9b422,open,Ohjah Japanese Steakhouse,8595 S Decatur Blvd,Las Vegas,89139,Nevada,United States,Japanese,$$,37,2011,7028689888,,Ivy Rose Yosores,Front of the House,Chinese,0.86
4464,0bb8d650e99933ea,open,Oori Rice Triangles,6000 College Ave,Oakland,94618,California,United States,Japanese,$,53,0,5102509833,,,,Chinese,0.94
4465,0be507ff58e1413e,open,Horu Sushi Kitchen,5055 Broadway Pl,Nashville,37203,Tennessee,United States,Japanese,$,75,0,6158005395,info@horusushi.com,,,Chinese,1.3
4466,0c941eaad0fcd4a4,open,The Blue Fish,3519 Greenville Ave,Dallas,75206,Texas,United States,Japanese,$$,45,1998,2148243474,,Alexander Lee,General,Chinese,0.86
4467,0cd51b75bce4cc2f,open,Noodle St,120 W Foothill Blvd,Monrovia,91016,California,United States,Chinese,$$$,55,0,6263576633,,,,Chinese,0.89
4468,0da4f1c4ff4fd224,open,Sushi Boss,3349 E 86th St,Indianapolis,46240,Indiana,United States,Japanese,$,35,2018,3177449116,,,,Chinese,1
4469,0ec2572e3dbad891,open,Delicious Food Corner,17170 Colima Rd,Hacienda Heights,91745,California,United States,Chinese,$$,63,0,6268108822,,,,Chinese,1
4470,0f6510f1b18de185,open,Lunasia Dim Sum House,2575 Pacific Coast Hwy,Torrance,90505,California,United States,Chinese,$$$,63,0,3233720828,,,,Chinese,0.86
4471,0fa94e14424d9f5c,open,MANPUKU Japanese Yakiniku Grill,2023 Greenville Ave,Dallas,75206,Texas,United States,Japanese,$$$,61,0,4696770818,info@manpuku-tx.com,,,Chinese,0.8
4472,0feb46d639b0f533,open,Ramen Yamadaya,137 Japanese Village Plaza Mall,Los Angeles,90012,California,United States,Japanese,$$,58,0,2132657288,,,,Chinese,1.2
4473,103862c8e1fb598d,open,Moon Thai & Japanese,1118 S Dixie Hwy,Coral Gables,33146,Florida,United States,Japanese,$$,44,2000,3056689890,,,,Chinese,0.57
4474,103cbeabd8091fea,open,Ebisu Ramen and Sushi,2000 S Colorado Blvd,Denver,80222,Colorado,United States,Japanese,$$,51,0,7208929520,,,,Chinese,0.94
4475,1057f88e059d0f37,open,Kashi Japanese,222 Sunrise Hwy,Rockville Centre,11570,New York,United States,Japanese,$$,80,2012,5164427600,kashijapanese@gmail.com,,,Chinese,0.71
4476,107535376723b8a5,open,107 Taste Coral Gables,357 Alcazar Ave,Coral Gables,33134,Florida,United States,Japanese,$$,68,0,7867727871,107taste@gmail.com,,,Chinese,0.77
4477,10afa5e389810b4d,open,Tsunami Restaurant & Sushi Bar,1616 W Traverse Pkwy,Lehi,84043,Utah,United States,Japanese,$$$,41,2002,8017700088,traversemountain@tsunamiutah.com,,,Chinese,0.6
4478,117c6dfc09b99cc0,open,Braganza Tea,625 Black Lake Blvd SW,Olympia,98502,Washington,United States,Taiwanese,$,73,0,3605297128,,,,Chinese,1.29
4479,11abce7f533c2c10,open,K. Minamoto,595 River Rd,Edgewater,07020,New Jersey,United States,Japanese,,95,0,2013139335,,,,Chinese,0.87
4480,11dbebc8a653ee43,open,Louisiana Bistreaux,237 Perimeter Center Pkwy,Dunwoody,30346,Georgia,United States,"Southern, Cajun",$$,44,0,7705571682,nthompson@louisianabistreaux.com,,,Chinese,1.1
4481,13b1027ddf6a2322,open,Genki Ya - Somerville,246 Elm St,Somerville,02144,Massachusetts,United States,Japanese,$$,42,2018,6173267171,contact@genkiyasushi.com,,,Chinese,0.79
4482,14cb673cf386c47d,open,Nori Sushi & Grill,2990 Cahill Main,Fitchburg,53711,Wisconsin,United States,Japanese,$$$,37,0,6084672666,,,,Chinese,0.54
4483,14f41c2862525823,open,Locals West Ashley,1680 Old Towne Rd,Charleston,29407,South Carolina,United States,"Mexican, Japanese",$$,61,0,8437633908,catering@localssushi.com,,,Chinese,0.8
4484,151ee521f435f943,open,Rakkii Ramen,328 S New St,Bethlehem,18015,Pennsylvania,United States,Japanese,$$,75,0,6104198007,,Michelle Glassman,Front of the House,Chinese,1.11
4485,1553a4225587d138,open,Imperial Garden,1320 Pabst Farms Cir,Oconomowoc,53066,Wisconsin,United States,"Szechuan, Chinese, Taiwanese",$$,55,0,2622002198,,,,Chinese,0.86
4486,155cef6891cb41f0,open,Moon Thai & Japanese,16311 N Kendall Dr,Miami,33196,Florida,United States,Japanese,$$,87,2009,3053885901,,,,Chinese,1
4487,15bd52a5f2daf887,open,Sushi Box,886 W Rusk St,Rockwall,75087,Texas,United States,Japanese,$$$,69,2014,9727224674,,,,Chinese,0.57
4488,161146bb3394506d,open,China King,1745 Grand Ave,Baldwin,11510,New York,United States,Chinese,$$,70,1991,5168671003,,Jimmy Yeung,Owner,Chinese,1.03
4489,1682a1ae4dd6e599,open,3 Times,483 Grand St,Brooklyn,11211,New York,United States,Chinese,$$$,58,0,3476892999,,,,Chinese,1.14
4490,16c33584d00fa893,open,Sushi House,281 Rice Lake Sq,Wheaton,60189,Illinois,United States,Japanese,$$,54,1996,6302218986,sushiukai128@gamil.com,,,Chinese,0.69
4491,173b4e5d7db8ecd9,open,Sushi Q6 Normandy,8450 Baltimore National Pike,Ellicott City,21043,Maryland,United States,Japanese,$$,77,0,4438332691,,,,Chinese,0.66
4492,1760b7bb93b56638,open,Sushi Hana,2020 Maltby Rd,Bothell,98021,Washington,United States,Japanese,$$,58,2011,4254243339,,Sarah Lee,Owner,Chinese,0.69
4493,17b1e38dde7015a3,open,Go Fish Poke Bar,823 Hamilton St,Redwood City,94063,California,United States,Japanese,$$,53,2015,6502602066,,Paolo Godcharles-Mendez,,Chinese,0.83
4494,180dee99fb7e04a4,open,Gengis Khan,3525 W Carson St,Torrance,90503,California,United States,Mongolian,$$,73,1999,3103715700,,,,Chinese,1.03
4495,184aa7d27d85a2d3,open,Wok & Roll,4980 Raymond Ave,Tupelo,38801,Mississippi,United States,"Vietnamese, Chinese",$,49,2006,6625660292,,,,Chinese,1.34
4496,1867c5e71f4f3bfa,open,Kanpai Santa Monica,2212 Wilshire Blvd,Santa Monica,90403,California,United States,Japanese,$$,79,0,4247448934,,,,Chinese,0.54
4497,18902856e5265672,open,Mos 2,117 S Western Ave,Anaheim,92804,California,United States,Japanese,$,83,1999,7147615283,,,,Chinese,1.29
4498,18f692dfe0990c39,open,Katsu Bar,13771 Newport Ave,Tustin,92780,California,United States,Japanese,$,48,0,7148523266,,,,Chinese,0.94
4499,19359f372803f9d5,open,Stix,3405 Lowery Pkwy,Fultondale,35068,Alabama,United States,Japanese,$$,65,2008,2058499677,,Nick Carpenter,Operations,Chinese,1.04
4500,194c5c3fa58505db,open,Tensuke Express,1155 Old Henderson Rd,Columbus,43220,Ohio,United States,Japanese,$$,79,0,6144514010,,San Y,General,Chinese,0.69
4501,19c08a8fbc700bca,open,Teriyaki Express,1490 E Livingston Ave,Columbus,43205,Ohio,United States,Japanese,$$$,50,0,6148268006,,,,Chinese,0.9
4502,19ef39f0b546747c,open,Tanghuo Kungfu Mala Town,2041 University Ave,Berkeley,94704,California,United States,Chinese,$$,71,0,5109446591,,,,Chinese,1.31
4503,1a6b21c1699bfc9a,open,Maru Sushi & Grill,927 Cherry St SE,Grand Rapids,49506,Michigan,United States,Japanese,$$,61,2012,6164581900,grandrapids@marusushi.com,,,Chinese,0.69
4504,1b1f8f3e23f0cae6,open,Sus Hi Eatstation,4693 Gardens Park Blvd,Orlando,32839,Florida,United States,Japanese,$$,78,2010,4072377160,katina.lopez@sushieatstation.com,Katina Lopez,Operations,Chinese,1.29
4505,1c037ed2bac33cb2,open,Teriyaki Grill,102 N Main St,Cedar City,84720,Utah,United States,Japanese,$,66,1997,4358652787,,Carl Lamarr,,Chinese,1.26
4506,1ce328ab126dd437,open,Koharu Japanese Cafe,1707 Lincoln Ave,Alameda,94501,California,United States,Japanese,$$$,44,0,5109958561,info@sagakitchen.com,,,Chinese,0.43
4507,1eb2932312eb010c,open,Zuma,261 Madison Ave,New York,10016,New York,United States,Japanese,$$$$,76,0,2125449862,info.ny@zumarestaurant.us,Oliver Lange,Back of the House,Chinese,0.54
4508,1f729df5081758e8,open,Shakou-Libertyville,625 N Milwaukee Ave,Libertyville,60048,Illinois,United States,Japanese,$$,51,2013,2244336675,lv@shakourestaurants.com,,,Chinese,0.69
4509,1f997e09e981f768,open,O-Ku,463 King St,Charleston,29403,South Carolina,United States,Japanese,$$$,89,2010,8437370112,okucharleston@gmail.com,Steve Palmer,Owner,Chinese,0.96
4510,204f7dd2c0551d33,open,Chicago Ramen Algonquin,1644 S Randall Rd,Algonquin,60102,Illinois,United States,Japanese,$$,62,0,2242418094,chicagoramenmarketing@gmail.com,,,Chinese,0.54
4511,209865a380b58546,open,Kokoroll Cafe,1819 N Cahuenga Blvd,Los Angeles,90028,California,United States,Japanese,$$,53,0,3233807808,,,,Chinese,1.23
4512,2152b6c9b5df967a,open,Fusabowl,10577 Springfield Pike,Cincinnati,45215,Ohio,United States,Japanese,$$$,32,0,5137727888,,,,Chinese,0.57
4513,223ec20a20eb5571,possibly closed,Moon Thai & Japanese,20505 S Dixie Hwy,Cutler Bay,33189,Florida,United States,Japanese,$$,0,0,7862935599,,,,Chinese,0.66
4514,22931f4603b1b4c9,open,Chef Lin Buffet,417 S Jefferson St,Frederick,21701,Maryland,United States,Chinese,$$,83,2004,3016200664,,Brian Cupitt,Operations,Chinese,0.77
4515,22cb204df68996c3,open,LuAnne's Wild Ginger Franklin,676 Franklin Ave,Brooklyn,11238,New York,United States,"Chinese, Thai",$$,48,0,7189287668,,,,Chinese,0.89
4516,22e418a8e7dd2323,open,Wagamama,800 Boylston St,Boston,02199,Massachusetts,United States,Japanese,$$$,42,0,6177782344,scottp@wagamama.com,Scott Parrow,Operations,Chinese,0.5
4517,23ca8b169b1615f3,open,Kyoto Sushi & Grill,2716 E Colonial Dr,Orlando,32803,Florida,United States,Japanese,$,87,0,4077047882,,,,Chinese,1.11
4518,24363834bf2621b4,open,Nara Ramen,309 N 3rd St,Bismarck,58501,North Dakota,United States,Japanese,$$$,65,0,7017515006,,,,Chinese,0.8
4519,2458b9e064607ed4,open,LuAnne's Wild Ginger All-Asian Vegan,112 Smith St,Brooklyn,11201,New York,United States,Chinese,$$$,51,2005,7188583880,,The Team L,Owner,Chinese,1.06
4520,2485756d6437df45,open,Mama Sushi,237 Dyckman St,New York,10034,New York,United States,Japanese,$$,70,0,2125672450,raymond@mamasushi.com,,,Chinese,0.8
4521,24c1c18666cf1a99,open,Cafe 101,1600 Holloway Ave,San Francisco,94132,California,United States,Taiwanese,$,77,0,4153383469,,,,Chinese,1.31
4522,250dd7f672faf0cd,open,Mecha Noodle Bar,975 Farmington Ave,West Hartford,06107,Connecticut,United States,Japanese,$$,87,0,8603517577,jonathan.rodriguez@mechanoodlebar.com,Jonathan Rodriguez,General,Chinese,0.9
4523,25e818dbf97358be,open,Tori Japan,400 Commons Way,Bridgewater,08807,New Jersey,United States,Japanese,$$,83,0,9089522117,,,,Chinese,0.79
4524,2609a333258e50e3,open,Lin's Express,11911 Culebra Rd,San Antonio,78253,Texas,United States,Chinese,$$$,59,0,2105602228,,,,Chinese,1
4525,2667308ca2aad4bd,open,Kitakata Ramen Ban Nai - Hoffman Estates,1129 N Roselle Rd,Hoffman Estates,60169,Illinois,United States,Japanese,$$$,51,2017,8477446425,,Akira N,Owner,Chinese,0.71
4526,274f1074a7f9e394,open,Kashi,343 Jericho Tpke,Syosset,11791,New York,United States,Japanese,$$$,63,0,5168640900,,Qianhui Liu,Back of the House,Chinese,0.4
4527,2788d242fcb8870d,open,Ramen Tatsu-ya,1722 California St,Houston,77006,Texas,United States,Japanese,$$,71,2017,3462263253,,Ryan Cecil,General,Chinese,0.83
4528,280e7cd1ea22202d,open,107 Taste Brickell,1190 SW 2nd Ave,Miami,33130,Florida,United States,"Korean, Japanese",$$,44,0,7862547205,107taste@gmail.com,,,Chinese,1.09
4529,282dcf61b90df169,open,Shakou Park Ridge,130 S Prospect Ave,Park Ridge,60068,Illinois,United States,Japanese,$$,47,0,7734419900,nv@shakourestaurants.com,,,Chinese,0.47
4530,2843a2445abed6c2,open,Poke World,3800 State Road 16,La Crosse,54601,Wisconsin,United States,Japanese,$,85,0,6087822330,,,,Chinese,1.29
4531,284f767ecdd174f0,open,Kotobuki Restaurant,1530 Old Northern Blvd,Roslyn,11576,New York,United States,"Japanese, Thai",$$$,48,2007,5166215312,,Yoshihiro Narita,,Chinese,0.46
4532,28af896f50a7a5bd,open,Samurai Blue Sushi and Sake Bar,13703 N Dale Mabry Hwy,Tampa,33618,Florida,United States,Japanese,$$,63,0,8132840309,,,,Chinese,0.66
4533,299937318a709959,open,Sus Hi Eatstation,9680 Narcoossee Rd,Orlando,32827,Florida,United States,Japanese,$$,74,2010,4072861866,milton@sushieatstation.com,Milton Tu,General,Chinese,0.69
4534,29afe851bee7ae83,open,Kuma Ani,109 Wolf Rd,Albany,12205,New York,United States,Japanese,$,74,0,5185995015,,,,Chinese,1.09
4535,2a28337d6f19f618,open,Soho Sushi Burrito on Craig,1820 E Craig Rd,North Las Vegas,89030,Nevada,United States,"Mexican, Japanese",,82,0,7252513748,sohosushiburrito1@gmail.com,,,Chinese,1.3
4536,2ad0e32ffe256649,possibly closed,Lee's Kitchen,2880 Pacific Coast Hwy,Torrance,90505,California,United States,"Cantonese, Chinese",$,0,0,3105391838,,,,Chinese,1
4537,2adc3fbd4c7187b2,open,Yummy House,478 E Altamonte Dr,Altamonte Springs,32701,Florida,United States,"Cantonese, Chinese",$$,63,0,4073398877,harvey@probate.com,Harvey Morse,Owner,Chinese,1
4538,2b353bdd46fdc098,open,Otaku Ramen,4109 Charlotte Ave,Nashville,37209,Tennessee,United States,Japanese,$$,71,2020,6159537299,info@otakuramen.com,,,Chinese,1.01
4539,2ba4b4d176b33602,open,DD Soup Dumpling,321 W 42nd St,New York,10036,New York,United States,Chinese,$$,43,0,2127571820,,,,Chinese,1
4540,2c073b33f25567e2,open,Ginger Exchange,98 Main St,Watertown,02472,Massachusetts,United States,"Korean, Japanese, Thai",$$$,38,0,6173939889,,,,Chinese,0.5
4541,2c2328ccab1b5428,open,Rice N Shine,1395 N Telegraph Rd,Monroe,48162,Michigan,United States,Chinese,$$,34,0,7342643888,,,,Chinese,1.24
4542,2d0909544b91c5c0,open,Yue Club,1707 Lincoln Ave,Alameda,94501,California,United States,Chinese,$$$,58,0,5102178139,info@sagakitchen.com,,,Chinese,0.89
4543,2d80e8b69cb117df,open,Sushi Thai Too,25101 S Tamiami Trl,Bonita Springs,34134,Florida,United States,"Japanese, Thai",$$,82,2011,2399925600,sushithaiofnaples_bonita@hotmail.com,,,Chinese,0.86
4544,2de76c5152f6deea,open,Kinya,495 Prospect Ave,West Orange,07052,New Jersey,United States,Japanese,$$,54,0,8625201616,,,,Chinese,0.84
4545,2df5fa0816cb01dc,open,Paradise Sushi and Hibachi,4100 Montgomery Dr,Santa Rosa,95405,California,United States,Japanese,$$,55,0,7075399188,allyoucaneat@paradisesushi.net,,,Chinese,0.66
4546,2edeac8a685dfe09,open,Hawaii Pot Shabu Shabu House,3848 McHenry Ave,Modesto,95356,California,United States,Chinese,$$,89,0,2093533999,,,,Chinese,1.2
4547,2f2807090dfb58f9,open,Extreme Teriyaki Grill Express,2625 Piedmont Rd NE,Atlanta,30324,Georgia,United States,Japanese,$,68,2013,4703122930,,Mike W,General,Chinese,1.26
4548,2f40f69f83861e46,open,Ramen Nagomi,49 Bayard St,New Brunswick,08901,New Jersey,United States,Japanese,$$,75,0,7323172623,,,,Chinese,0.76
4549,306007f34a4b3ff7,open,Fulin's Asian Cuisine,206 N Anderson Ln,Hendersonville,37075,Tennessee,United States,Japanese,$$,53,2008,6158225000,,,,Chinese,0.83
4550,3116a5793171246a,open,Golden Chopstix,1851 S San Jacinto Ave,San Jacinto,92583,California,United States,Chinese,$$,32,2008,9516547288,,Samnang Mey,,Chinese,1.27
4551,3209926e6467e6ce,open,Kabuki Hibachi & Ramen,2784 Meijer Dr,Jeffersonville,47130,Indiana,United States,Japanese,$$$,35,0,8125903430,kabukijeffersonville@gmail.com,,,Chinese,0.69
4552,326c6e51919efc00,open,The Blue Fish,940 Garden Park Dr,Allen,75013,Texas,United States,Japanese,$$,61,0,9729083433,,Chris H,Back of the House,Chinese,0.51
