Snowball ID,BRIZO_ID,STATUS,ESTABLISHMENT_NAME,STREET,CITY,ZIPCODE,STATE,COUNTRY,CUISINES_REGIONAL,PRICE_RANGE,VITALITY_SCORE,ESTABLISHED,ESTABLISHMENT_PHONE,EMAIL,FULL_NAME,ROLE_TITLE,Language Preference,Lead Score
18280,111fe70bffa11504,open,Paya Thai Fish & Chips,430 E 25th St,Tacoma,98421,Washington,United States,Thai,$$,51,1992,2536278432,ptfish@payathaifishandchips.com,,,Unknown,0.91
18281,11758de69371a558,open,Viet-Thai Taste #2,905 W 16th St,Pella,50219,Iowa,United States,"Vietnamese, Thai",$$$,67,0,6416195858,,,,Unknown,0.67
18282,11980e6590e9a3df,open,Pho 360,15027 SE McLoughlin Blvd,Portland,97267,Oregon,United States,Vietnamese,$$$,34,0,5033057840,0606phuongly@gmail.com,,,Unknown,0.61
18283,125e3b30952ebfca,open,220C Banh Mi & Coffee,9998 Monroe Rd,Matthews,28105,North Carolina,United States,,$$$,0,0,9802622668,,,,Unknown,0.3
18284,128453e73e18460a,open,Alo 5,7710 N FM 620,Austin,78726,Texas,United States,Vietnamese,$$$,82,0,5122437305,nhuthuynh436@gmail.com,,,Unknown,0.61
18285,4efd4c3d4440108a,open,Montesacro,510 Stevenson St,San Francisco,94103,California,United States,Italian,$$,48,2015,4157953040,,Waldo Orellana,Back of the House,Unknown,0.73
18286,12e71b344f28cab6,open,Pho Tu Ech,7263 Arlington Blvd,Falls Church,22042,Virginia,United States,Vietnamese,$$,30,0,7032060483,tuechpho@gmail.com,,,Unknown,0.7
18287,12fe332988681819,open,Golden Banh Mi,2648 S Parker Rd,Aurora,80014,Colorado,United States,Vietnamese,$$,51,0,3039933693,,,,Unknown,0.84
18288,524cb46841523c44,open,Ka-Tip Thai Street Food,1011 S Pearl Expy,Dallas,75201,Texas,United States,Thai,$$,48,2019,2142382232,eat@katipthaidallas.com,,,Unknown,0.77
18289,137a8bb2dfcd9d4d,open,KIIN Stoneham Thai Take Out,418 Main St,Stoneham,02180,Massachusetts,United States,Thai,$$$,31,0,7814354109,,,,Unknown,0.47
18290,13dbea05c5dff5ab,open,Sra Bua Thai,11425 Rainier Ave S,Seattle,98178,Washington,United States,Thai,,25,0,4256639888,,,,Unknown,0.73
18291,143584e8e9520041,open,Lily Coffee Tea And Bread,1378 Laney-Walker Blvd,Augusta,30901,Georgia,United States,Vietnamese,,35,0,7622151876,,,,Unknown,1.03
18292,143d430c707b6be7,open,Aura Sub,1424 Golden Springs Rd,Anniston,36207,Alabama,United States,Vietnamese,$$$,35,0,7705276789,,,,Unknown,0.61
18293,152a53f7914e0232,open,123 Pho,980 W 190th St,Torrance,90502,California,United States,Vietnamese,$$,50,0,3108175174,,,,Unknown,0.84
18294,1696d1453302bcc3,open,Ha Noi Pho,3330 Lake Tahoe Blvd,South Lake Tahoe,96150,California,United States,Vietnamese,$$,29,0,5306003244,,,,Unknown,0.73
18295,172d92523a01fbfc,open,Bahn Thai & M,2226 Holiday Manor Ctr,Louisville,40222,Kentucky,United States,Thai,$$$,72,0,5023652776,bahnthaimrestaraunt@gmail.com,,,Unknown,0.73
18296,1770fde193b36365,open,kibi's Cafe Orinda,2 Orinda Theatre Sq,Orinda,94563,California,United States,Vietnamese,$$,96,0,9253201858,fresh@kibiscafe.com,,,Unknown,0.67
18297,a2ff0a765c36c681,open,On A Roll Food Truck,17519 Canyon Rd E,Puyallup,98375,Washington,United States,Thai,$$,30,2021,2532716566,,,,Unknown,0.67
18298,18f70fb6d5c68440,open,Chili Tango Thai Cuisine,474 E San Bernardino Rd,Covina,91723,California,United States,Thai,$$$,44,0,6263394935,chilitango474@gmail.com,,,Unknown,0.47
18299,1920aa0ed0fb9647,open,Bun Vit Thanh Da,9066 Bolsa Ave,Westminster,92683,California,United States,Vietnamese,$$,25,0,6572278318,,,,Unknown,0.59
18300,0d243f515b271910,open,King's Chicken Wings,8100 Woodway Dr,Woodway,76712,Texas,United States,American,$$$,77,0,2543005894,hello@kingschickenwings.com,,,Unknown,0.73
18301,1a1761ea7eb3ec7c,open,Pho DaDa Vietnamese Cuisine,5955 US-90,Milton,32583,Florida,United States,Vietnamese,$$$,41,0,8504001299,,,,Unknown,0.61
18302,1aacc7a7169f57a8,open,Tom Thai,358 Broadway,Brooklyn,11211,New York,United States,Thai,,22,0,3474576889,,,,Unknown,0.79
18303,1ae1c61e57cb6e6d,open,Banh Mi Ngon,1434 Brace Rd,Cherry Hill,08034,New Jersey,United States,Vietnamese,$$,46,0,8565282785,,,,Unknown,0.59
18304,1b75d6b0935bb160,open,Banh Shop,3051 S University Dr,Fort Worth,76109,Texas,United States,Vietnamese,$$,79,0,6822491515,,,,Unknown,0.94
18305,1c1b772ba0afd35a,open,Pho 84 Vietnamese Cuisine,374 N Suncoast Blvd,Crystal River,34429,Florida,United States,Vietnamese,$$$,76,0,3527943801,,,,Unknown,1.04
18306,1c339dd9524c170f,open,Pad Thai Live,Dockside,St Marys,45885,Ohio,United States,Thai,,0,0,,,,,Unknown,0.7
18307,1c60cf2cf84211f1,open,Pho 80 and Boba Bear Tea,2091 Pine Ridge Rd,Naples,34109,Florida,United States,Vietnamese,$$$,60,0,2397343530,,Noah T,Owner,Unknown,0.59
18308,929d3a04c3f5af1e,open,Gluten-Free Fusion,7353 N Via Paseo del Sur,Scottsdale,85258,Arizona,United States,Thai,$$$,15,0,6232447830,,,,Unknown,0.44
18309,1dbe6ddd2b537271,open,Lets Pho Beamer,12880 Beamer Rd,Houston,77089,Texas,United States,Vietnamese,$$,37,0,3464091652,,,,Unknown,0.59
18310,1f27de9f29351f51,open,Thong summit thai & sushi,401 S Jefferson Ave,West Jefferson,28694,North Carolina,United States,Thai,,27,0,3368466555,,,,Unknown,1.01
18311,e1c79d20c23b0a92,open,Pho Lavang,16120 Boones Ferry Rd,Lake Oswego,97035,Oregon,United States,Vietnamese,$$$,45,0,5033446442,,,,Unknown,0.3
18312,eb886362a6d965d3,open,Mr. Chau's,916 Meridian Ave,San Jose,95126,California,United States,Thai,,5,0,6509967382,,,,Unknown,0.64
18313,2023252897f59f08,open,Thai Noodle House Cuisine,8610 E Oak Island Dr,Oak Island,28465,North Carolina,United States,Thai,,48,0,9109334011,,,,Unknown,0.81
18314,21f80739d0bf0880,open,Pho Town & Grill,746 Prince Frederick Blvd,Prince Frederick,20678,Maryland,United States,Vietnamese,,62,0,4432957409,,,,Unknown,0.64
18315,22c4247010653cb0,open,Take Thai,12908 Factory Ln,Louisville,40245,Kentucky,United States,Thai,$$$,70,0,5023653791,contact@takethaiky.com,,,Unknown,0.59
18316,23eea7da28f62fd0,open,Little Thai Elephant,207 Madison St,Eugene,97402,Oregon,United States,Thai,$$$,49,0,5412215530,sales@littlethaielephant.com,,,Unknown,0.9
18317,251e6318e62b9843,open,Royal Thai & Dim Sum,318 W 36th St,New York,10018,New York,United States,Thai,,0,0,2123476728,,,,Unknown,0.56
18318,25a5d0670e372d03,open,Thailicious Food Truck,978 US-65 N,Clinton,72031,Arkansas,United States,Thai,,16,0,5012067138,,,,Unknown,0.99
18319,0ecb422f5061f142,open,Pho Basil,2674 S Gessner Rd,Houston,77063,Texas,United States,Vietnamese,$,69,0,3463245964,trancongluan87@gmail.com,,,Unknown,1.41
18320,26ce0f0a2c111675,open,Moi Boba Bowls and Rolls,5725 State Bridge Rd,Johns Creek,30022,Georgia,United States,Vietnamese,$$,47,0,4706792020,events.majiteabar@gmail.com,,,Unknown,0.44
18321,575bf68d5bea1086,open,So Sui Gluten-Free Thai Cuisine,2400 Arapahoe Ave,Boulder,80302,Colorado,United States,Thai,$$,6,0,9174515356,,,,Unknown,0.93
18322,273f8673db69f00b,open,Lady Apsara,2043 N Detroit St,Warsaw,46580,Indiana,United States,"Cambodian, Vietnamese",,51,0,5742020767,,,,Unknown,0.84
18323,27b436f74714a9f2,open,Thanh Lien Kitchen,3440 Kabel Dr,New Orleans,70131,Louisiana,United States,Vietnamese,,29,0,5044307067,,,,Unknown,0.89
18324,2815a53229a0088f,open,Shiba Pho,578 W Northfield Dr,Brownsburg,46112,Indiana,United States,Vietnamese,$$,62,0,7172867018,,,,Unknown,0.56
18325,281c4e50ee2b9b27,open,Thai Vegan Oasis,I-35E,Corinth,76210,Texas,United States,Thai,$$,21,0,9402425842,,,,Unknown,0.41
18326,29a3c442a7785435,open,K CHICKEN RICE,214 W 600 S,Salt Lake City,84101,Utah,United States,,$$$,6,0,8018345489,,,,Unknown,0.59
18327,2a0e4d7c63e92d4e,open,Blai,5780 Canoga Ave,Woodland Hills,91367,California,United States,Thai,$$$,42,0,7472421112,,,,Unknown,0.47
18328,628e35e4d93aa064,open,QT Golden Market Place and food court,9772 Garden Grove Blvd,Garden Grove,92844,California,United States,,$$,29,0,7142615509,,,,Unknown,0.67
18329,2b299f16a211b020,open,Imperial Pho,6037 N Fry Rd,Katy,77449,Texas,United States,Vietnamese,$$,54,0,3463776380,,,,Unknown,0.79
18330,b023ec3528f3b5e3,open,Pho District Cincy,5466 Dixie Hwy,Fairfield,45014,Ohio,United States,Vietnamese,$$,33,0,5138891080,,,,Unknown,0.81
18331,2b9d682832d80da4,open,Sala Thai Street Food,1740 E Broadway Rd,Tempe,85282,Arizona,United States,Thai,$$,82,0,4802644287,,,,Unknown,0.87
18332,2cfa02d67a9ffbbd,open,The Secret Sauce Thai Kitchen,18949 Coastal Hwy,Rehoboth Beach,19971,Delaware,United States,Thai,$$$,68,0,3027036626,patnarin36@gmail.com,,,Unknown,0.44
18333,2d7a3969afbdd170,open,Banh Mi Vans,10 Geoffrey Dr,Newark,19713,Delaware,United States,Vietnamese,$$$,52,0,3023298633,,,,Unknown,0.73
18334,2dcede16f19a63f7,open,Yummy House,1905 Dakota Ave,South Sioux City,68776,Nebraska,United States,Vietnamese,$$$,70,0,4022415252,,,,Unknown,0.8
18335,2f084987ca1bcb2d,possibly closed,Pho Lovers restaurant,294 E Moana Ln,Reno,89502,Nevada,United States,,,0,0,,,,,Unknown,0.99
18336,2f8787ad38a1ed9f,open,Hot Chopsticks Kitchen,3 NE 8th St,Oklahoma City,73104,Oklahoma,United States,Vietnamese,$$,34,0,4057247145,txphocorner@gmail.com,,,Unknown,0.89
18337,30c485f7e28ac101,open,Pho 99 Vietnamese Restaurant,1025 A St,Hayward,94541,California,United States,"American, Vietnamese",$$,79,1999,5102662375,eastbayeatsca@gmail.com,,,Unknown,1.09
18338,31ac7b06513cf925,open,Fresca Pizza and Pasta,5348 34th St W,Bradenton,34210,Florida,United States,Vietnamese,$$$,49,0,9417828288,frescapizzapastallc@gmail.com,,,Unknown,0.97
18339,31af1435b2a48832,open,Khao Thai Delish,2000 5th St NE,Washington,20002,District of Columbia,United States,Thai,$$,66,0,5716456149,,,,Unknown,0.77
18340,31c0c4b0ff216a5b,open,Bangkok on Fire,544 St Peter St,St Paul,55102,Minnesota,United States,Thai,$$$,55,0,6512211998,,,,Unknown,0.73
18341,3290ed49f7e50e72,open,Viet's cafe,10211 Cypresswood Dr,Houston,77070,Texas,United States,Vietnamese,,26,0,2818949261,,,,Unknown,0.59
18342,335a63bb1b7b54a4,open,Eat My Thai Cuisine,5303 Gibson Blvd SE,Albuquerque,87108,New Mexico,United States,Thai,$$$,28,0,5053880499,,,,Unknown,0.97
18343,34d2a8641e393e1d,open,Thai Me Up,7939 E Arapahoe Rd,Greenwood Village,80112,Colorado,United States,Thai,$,85,0,3039949528,thaimeup.co@gmail.com,,,Unknown,0.87
18344,35e8790bc3774af3,open,The Fifth District,11127 W Colonial Dr,Ocoee,34761,Florida,United States,Vietnamese,,28,0,4076140153,,,,Unknown,0.73
18345,3667c33b874511dc,open,Roll Play Grill - Falls Church,944 W Broad St,Falls Church,22046,Virginia,United States,Vietnamese,$,87,0,5717779983,eatrollplay@gmail.com,,,Unknown,0.87
18346,38553a5a5759cbe8,open,Pho House Vietnamese Noodle Bar,101 W Broadway Ave,Excelsior Springs,64024,Missouri,United States,Vietnamese,,57,0,8168485012,,,,Unknown,0.91
18347,39c6866265be2392,open,Lakeside Thai Food,3817 Cottonwood Rd,Cottonwood Shores,78657,Texas,United States,Thai,,73,0,8309531903,jvmekongbusiness@gmail.com,,,Unknown,0.84
18348,3b61b06dc806a6c4,open,Soi 8,335 Market St,Lynnfield,01940,Massachusetts,United States,Thai,,32,0,7817766554,hello@soi8sushiike.com,,,Unknown,0.59
18349,3b9b5d5124a3d588,open,Saigon Noodle Kitchen,103 Fayette St,Conshohocken,19428,Pennsylvania,United States,Vietnamese,$$,70,0,4848457190,saigonnoodlekitchen@gmail.com,,,Unknown,0.56
18350,3c3549b6d47c9e99,open,Pho Quyen,8245 Precinct Line Rd,North Richland Hills,76182,Texas,United States,Vietnamese,$$,45,0,8175103083,,,,Unknown,0.53
18351,4a76db547d7eba30,open,Panang Future,8023 Burnet Rd,Austin,78757,Texas,United States,Thai,$$,61,0,5128015592,,,,Unknown,0.7
18352,3c9d0692f793c02e,open,Thanee Thai,2520 US-22,Scotch Plains,07076,New Jersey,United States,Thai,$$$,53,0,9087898988,,,,Unknown,0.59
18353,3cddacd94f3f0c51,open,202 Bangkok Thai & Sushi Bar,202 Bradley St,Carrollton,30117,Georgia,United States,Thai,,47,0,6786013329,202bangkokbar@gmail.com,,,Unknown,0.87
18354,3d5e3706b1c74894,open,LeQuy,3906 Middlefield Rd,Palo Alto,94303,California,United States,Vietnamese,$$,14,0,6505613406,,,,Unknown,0.41
18355,3de20d88c85c5d18,open,Pho House,331 White St,Norman,73069,Oklahoma,United States,Vietnamese,$,63,0,4058578630,phohousenorman@gmail.com,,,Unknown,1.27
18356,3e83bc84c3c1fd03,open,Binge Vietnamese Fusion,5779 Pacific Ave,Stockton,95207,California,United States,Vietnamese,$$,73,0,2092926070,eat@bingevietnamesefusion.com,,,Unknown,0.84
18357,3f18627778e93d0d,open,Dr Banh Mi,11330 Potranco Rd,San Antonio,78253,Texas,United States,Vietnamese,$$$,52,0,8322674111,saigon.dovecreek@gmail.com,,,Unknown,0.67
18358,93216818a93ed128,open,LH Kitchen,2521 N Tracy Blvd,Tracy,95376,California,United States,Vietnamese,$$$,15,0,2096290010,,,,Unknown,0.59
18359,cf5f34a3f460699b,open,Mr. Banh Mi,9 Bay 35th St,Brooklyn,11214,New York,United States,Vietnamese,$$$,67,0,9296075001,mrbanhminyc@gmail.com,,,Unknown,0.73
18360,3fd6d55a62371162,open,Boba Shmoba,3441 Lebanon Pike,Hermitage,37076,Tennessee,United States,Vietnamese,$$,39,0,6608691315,,,,Unknown,0.8
18361,24e4f5dc59b83512,open,New Star Viet Bistro,713 Foxcroft Ave,Martinsburg,25401,West Virginia,United States,Vietnamese,,4,0,3049015303,,,,Unknown,0.99
18362,4105f8509f3ab866,open,Pho Express,732 Washington St,Hoboken,07030,New Jersey,United States,Vietnamese,$$,36,0,9737508885,,,,Unknown,0.73
18363,415bca4e5dea8ff5,open,Master Pho,4550 Olde Perimeter Way,Dunwoody,30346,Georgia,United States,Vietnamese,,36,0,4047252583,,,,Unknown,0.73
18364,41a0d4ddbfa24b00,open,My Lai,7501 W Sunset Blvd,Los Angeles,90046,California,United States,Vietnamese,$$,53,0,3103631900,tracipdavis@mylaikitchen.com,,,Unknown,0.84
18365,420a5a0f9217e25c,open,Pho Nomenal,20 Hawley St,Binghamton,13901,New York,United States,Vietnamese,$$,37,0,6072370008,,,,Unknown,1.1
18366,4264d40200ebfaed,open,Pho King,1850 FM 359 Rd,Richmond,77406,Texas,United States,"American, Vietnamese",$$,24,0,2817622177,,,,Unknown,0.5
18367,429df46be009e5b5,open,Pho House,1534 N Main St,Meridian,83642,Idaho,United States,Vietnamese,$$,30,0,2088881378,,,,Unknown,0.84
18368,42d08e8b9da36b1e,open,88 Banh Mi and Bowl,29200 Dequindre Rd,Warren,48092,Michigan,United States,Vietnamese,$,56,0,5865104454,88banhmi.bowl@gmail.com,,,Unknown,1.13
18369,44194d8f30816cb3,open,Thai House,104 Lawson Dr,Georgetown,40324,Kentucky,United States,Thai,$$$,81,0,5026030026,,,,Unknown,0.76
18370,444b55046ea440fc,open,Thai Taste Gluten-Free,12440 San Pablo Ave,Richmond,94805,California,United States,Thai,$$$,20,0,7073434892,,,,Unknown,0.44
18371,44d48c3b67a19286,open,Somjai Thai Cuisine,6827 Space Village Ave,Colorado Springs,80915,Colorado,United States,Thai,,43,0,7195746835,noicounts@gmail.com,,,Unknown,0.8
18372,4503c080ca5b01de,open,DA PHO,872 N Northcounty Blvd,Pleasant Grove,84062,Utah,United States,Vietnamese,$$,25,0,3852480588,,,,Unknown,0.73
18373,45267d68d3ae5942,open,Lil Saigon,1003 Tilton Rd,Northfield,08225,New Jersey,United States,Vietnamese,$$,72,0,6099042778,,,,Unknown,0.67
18374,45ef5c19c8ee5c19,open,Vegan Thai Way,1219 Forest Ave,Pacific Grove,93950,California,United States,Thai,$$,17,0,8319013963,,,,Unknown,0.41
18375,46d95a9d11220bdf,open,Thai Rabbit,1750 Newport Blvd,Costa Mesa,92627,California,United States,Thai,$$,23,0,7144080308,,,,Unknown,0.41
18376,479137683010b956,open,All Thai'd Up,4812 Brownsboro Ctr,Louisville,40207,Kentucky,United States,Thai,$$,70,0,5026537437,allthaidupky@gmail.com,,,Unknown,0.84
18377,bf9699d36007b2fe,open,Pho Consomme,1420 W Redondo Beach Blvd,Gardena,90247,California,United States,Vietnamese,$$,55,2010,3102171130,phohoanpasteurga@gmail.com,,,Unknown,0.99
18378,48c00cc20417a4ad,open,Thai Tempest Takeout,I-35E,Corinth,76210,Texas,United States,Thai,$$$,24,0,9402908800,,,,Unknown,0.3
18379,4939092606cbb022,open,Angel Thai Kitchen,2055 Primrose St,Lebanon,97355,Oregon,United States,Thai,,45,0,5035802964,,,,Unknown,0.89
18380,4941f0f649d75ae2,open,Pho Nomenal,10548 W Fairview Ave,Boise,83704,Idaho,United States,Vietnamese,,21,0,2083753134,,,,Unknown,0.79
18381,495bd5e7901cf826,open,Thai Local,2519 W Palmetto St,Florence,29501,South Carolina,United States,Thai,$$$,16,0,9853778793,,,,Unknown,0.59
18382,49628e3478d5b042,open,Yummi Teriyaki & Pho,5160 Point Fosdick Dr,Gig Harbor,98335,Washington,United States,Vietnamese,$$,22,0,2536490915,,,,Unknown,0.41
18383,49852f317c1a0bca,open,M Express Thai Kitchen,1402 Westheimer Rd,Houston,77006,Texas,United States,Thai,,2,0,7139556555,,,,Unknown,0.56
18384,4ab67065e987f520,open,Hu Tieu Nam Vang,8388 W Sam Houston Pkwy S,Houston,77072,Texas,United States,Vietnamese,,33,0,2819398919,,,,Unknown,1.01
18385,4b0780f1ccd80b4a,open,Thai Esane - Gurnee Mills,6250 W Grand Ave,Gurnee,60031,Illinois,United States,Thai,,23,0,6158698702,,,,Unknown,0.41
18386,4c29bd0d25c9e5dd,open,SC Noodle House,648 El Camino Real,San Carlos,94070,California,United States,Vietnamese,,29,0,6505975677,,,,Unknown,0.44
18387,4c777d11e737fc03,open,I Love Pho,601 Del Prado Blvd N,Cape Coral,33909,Florida,United States,Vietnamese,$,35,0,2392571394,ilovephoflorida@gmail.com,,,Unknown,1.1
18388,4c95ef8fe425ebff,open,My Pho,14415 SE Mill Plain Blvd,Vancouver,98684,Washington,United States,Vietnamese,$$$,21,0,3607265945,,,,Unknown,0.59
18389,4d6226b2289ea183,open,Chicchic Thai,5604 Delridge Way SW,Seattle,98106,Washington,United States,Thai,$$,39,0,2067513353,aempdk30@gmail.com,,,Unknown,0.59
18390,4e599ab5a8c1c796,open,Astoria Banh Mi,930 SE Marlin Ave,Warrenton,97146,Oregon,United States,Vietnamese,,68,0,5033389322,astoria.banhmi@gmail.com,,,Unknown,0.84
18391,4e8e197ee470e268,open,Lemongrass Vietnamese Restaurant,18 1st Ave W,Dickinson,58601,North Dakota,United States,Vietnamese,$$,39,0,7014831628,,,,Unknown,0.73
18392,921a774d9ca41343,open,Newton Pho,5730 W Cortaro Farms Rd,Tucson,85742,Arizona,United States,Vietnamese,$,44,0,5207797879,,,,Unknown,1.1
18393,4f2f20d308ec61ff,open,Thai Trio,600 228th Ave NE,Sammamish,98074,Washington,United States,Thai,,86,0,4253717979,,,,Unknown,0.59
18394,4f5044c5a5931ca4,open,Pho 39,70 W 39th St,New York,10018,New York,United States,Vietnamese,$$,30,0,9174727119,,,,Unknown,0.59
18395,4fb4725f29e5b4c8,open,Love Pho & Boba,223 N 5th St,Eagle Lake,33839,Florida,United States,Vietnamese,$,60,0,8632806354,pho@lovephoandboba.com,,,Unknown,1.2
18396,500a6a8ce133c88e,open,Sukhothai Thai Restaurant Express III,11720 Alamo Ranch Pkwy,San Antonio,78253,Texas,United States,Thai,$$$,59,0,2102815754,,,,Unknown,0.59
18397,502c8a2808a0d061,open,Kan Kiin,201 Southgate Ave,Daly City,94015,California,United States,Thai,$$,65,0,6507558749,kankiineatery@gmail.com,,,Unknown,0.79
18398,50413c112771c24e,open,K Tea Boba,10978 Grant Rd,Houston,77070,Texas,United States,Korean,$$,26,0,8326888082,,,,Unknown,0.59
18399,c4aa2378c17821d8,possibly closed,Thai Noodles,7723 NE Fourth Plain Blvd,Vancouver,98662,Washington,United States,Thai,$$,0,2018,3602534300,,Amara Soonthornpong,,Unknown,0.84
18400,516168ab9c6b25e4,open,Vegan Thai Street Food,2865 Erie Blvd E,Syracuse,13224,New York,United States,Thai,$$$,6,0,6802083299,,,,Unknown,0.59
18401,51847419e056ceeb,open,Divine9 Cuisine,1964 Airline Dr,Bossier City,71112,Louisiana,United States,Vietnamese,$$$,35,0,3184597982,,,,Unknown,0.99
18402,51c8c126af3c220d,open,Chay Restaurant,6351 Columbia Pike,Falls Church,22041,Virginia,United States,Vietnamese,$$,94,0,5713781771,chayrestaurantva@gmail.com,,,Unknown,0.96
18403,52a55bc75a33f7f9,open,Pho Avenue,840 2nd Ave,New York,10017,New York,United States,Vietnamese,$$,39,0,2129330078,,,,Unknown,0.59
18404,52ba940d1a96bda7,open,Saigon Bistro,303 Pacific Ave,Jersey City,07304,New Jersey,United States,Vietnamese,$$$,89,0,2015181022,,Nhi Nguyen,General,Unknown,0.83
18405,52befaa25c3ba174,open,Thai Basil Bistro,3550 N Roxboro St,Durham,27704,North Carolina,United States,Thai,$$,13,0,9842282771,,,,Unknown,1.06
18406,53501951c1373110,open,Pho Gia,6500 7th St,Bay City,77414,Texas,United States,Vietnamese,$$$,39,0,9794013355,,,,Unknown,0.97
18407,535d2913a3592402,open,Pho Gyu Vietnamese Noodle House,4960 Telephone Rd,Ventura,93003,California,United States,Vietnamese,$$,40,0,8056760224,,,,Unknown,0.67
